Account Name,Opportunity Name,Stage,Close Date,Created Date,Type,Total ACV,Primary Campaign Source,Closed Lost Reason,Law Firm Practice Area,NumofLawyers
Moore LLC,Exclusive methodical success,Lost,10/17/24,10/3/23,New,72064.2,email-Monthly Newsletter-SEPTEMBER 2023,Inertia (Provide Details),,21.0
"Mitchell, Conway and Leon",Open-source 24hour database,Won,10/3/23,2/15/23,New,72420.0,Website Demo + Contact Us - Form Submissions,,Commercial; Litigation; Real Estate,42.0
Baird-Williams,Switchable analyzing capability,Open,11/27/24,8/9/24,Upsell,72864.0,Cold Call,,Criminal; DUI; Family; Medical Malpractice; Other; Personal Injury; Railroad; Transportation,44.0
Cabrera Group,Cross-platform intermediate capability,Won,12/22/23,11/14/23,New,73100.04,Website Demo + Contact Us - Form Submissions,,Construction; Education; Energy; Finance & Banking; Healthcare; Immigration; Insurance; Intellectual Property; Labor & Employment; Litigation; Nonprofit Organizations; Other; Real Estate; Transportation; Trusts & Estates,32.0
Morris-Jackson,Re-engineered motivating protocol,Won,1/15/24,2/13/23,Cross-Sell,73590.0,Demo Request-Inbound ContactEase Cross-Sells,,Family; Finance & Banking; Intellectual Property; Litigation; Media; Other; Real Estate; Tax,36.0
"Adams, Lucas and Tapia",Re-contextualized upward-trending middleware,Lost,6/13/24,1/2/24,Upsell,76152.48,No Known Campaign Source,Inertia (Provide Details),Corporate & Securities; Insurance; Nonprofit Organizations,50.0
Taylor PLC,Implemented user-facing approach,Open,11/28/24,9/18/24,Upsell,76500.0,,,Arbitration; Construction; Elder Law; Employee Benefits; Environmental; Litigation; Mediation; Mergers & Acquisitions; Nonprofit Organizations; Other; Private & Hedge Funds; Real Estate; Tax; Trusts & Estates,55.0
Brown-Stanley,Integrated well-modulated algorithm,Open,12/31/24,4/11/24,Upsell,76500.0,webinar-LMS New UXR for Customers-040924,,Corporate & Securities; Franchise; Real Estate,47.0
"Levy, Bryant and Cole",Reduced needs-based website,Won,3/22/24,9/7/23,New,76500.0,BDR Outreach,,Business Organizations; Commercial; Employee Benefits; Insurance; Labor & Employment; Litigation; Real Estate; Trusts & Estates,11.0
Vance-Ward,Sharable even-keeled software,Lost,5/16/23,12/23/22,Upsell,76500.0,Cold Call,Price (Provide Details),Bankruptcy; Construction; Corporate & Securities; Corporate Governance; Energy; Family; Intellectual Property; Litigation; Mergers & Acquisitions; Other; Real Estate; Restructuring,41.0
Kennedy-Owens,Networked executive architecture,Lost,2/8/23,7/12/22,Upsell,76500.0,Coyote Transfer Opp,Price (Provide Details),Antitrust; Business Organizations; Energy; Environmental; Finance & Banking; Intellectual Property; Labor & Employment; Litigation; Real Estate,37.0
Graves PLC,Open-architected value-added throughput,Lost,10/9/23,7/6/22,Upsell,76500.0,Check-in Call,Feature (Provide Details),Elder; Labor & Employment; Medical Malpractice; Other,27.0
"Harris, Tate and Payne",Multi-tiered fault-tolerant product,Lost,3/14/23,7/6/22,Upsell,76500.0,Check-in Call,Inertia (Provide Details),Business Organizations; Insurance; Litigation; Maritime; Workers Compensation,19.0
Sexton PLC,Seamless optimal capability,Lost,6/12/24,7/6/22,Upsell,76500.0,IGNITE-2023-registrants-013023,Inertia (Provide Details),Bankruptcy; Business Organizations; Corporate & Securities; Corporate Governance; Family; Labor & Employment; Litigation; Other; Real Estate; Tax; Trademark; Trusts & Estates,34.0
"Chung, Bender and Nelson",Open-source coherent complexity,Lost,10/8/24,4/23/24,New,76795.2,ALA Regional Chapters,Feature (Provide Details),,45.0
Johnson-Johnson,Reduced incremental flexibility,Open,12/16/24,9/30/24,New,76800.0,BDR Outreach,,,29.0
"Horn, Marshall and Barnes",Reverse-engineered context-sensitive budgetary management,Lost,10/8/24,7/22/24,New,76800.0,Referred by Employee,Inertia (Provide Details),,6.0
"Dodson, Short and Hill",Optimized reciprocal task-force,Lost,6/26/24,4/30/24,New,76800.0,ALA - New Orleans,Functionality (Provide Details),,48.0
Smith LLC,Public-key intermediate budgetary management,Open,12/27/24,3/11/24,New,76800.0,OA-GoogleAds-0824-BlackPropeller Practice Management-PG1158A1,,,40.0
Meyer LLC,Progressive fresh-thinking secured line,Lost,6/13/24,3/1/24,Upsell,76800.0,No Known Campaign Source,Feature (Provide Details),Bankruptcy; Commercial; Corporate & Securities,54.0
"Allen, Jordan and Wiggins",Cross-group scalable flexibility,Lost,4/22/24,2/29/24,New,76800.0,Former Customer - Referral,Feature (Provide Details),Patent,28.0
Thompson-Waller,Reduced multi-tasking standardization,Lost,10/9/24,2/22/24,New,76800.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,51.0
Williams Inc,Compatible high-level Graphical User Interface,Lost,6/20/24,2/7/24,New,76800.0,NYLW Booth Visitors 2024,Feature (Provide Details),,38.0
"Klein, Anderson and Williams",Virtual systemic firmware,Won,12/26/23,11/29/23,New,76800.0,Demo Requests-Coyote-Website MQLs-071322,,Appellate; Arbitration; Aviation; Bankruptcy; Commercial; Construction; Corporate & Securities; Corporate Governance; Family; Financial Services Regulatory; Government; Land Use & Zoning; Litigation; Other; Real Estate; Restructuring,35.0
Johnson-Lawson,Managed incremental hub,Lost,4/29/24,10/24/23,New,76800.0,Created from Salesforce,Inertia (Provide Details),,48.0
Cook Inc,Seamless 24/7 hub,Won,12/29/23,8/25/23,New,76800.0,Cold Call,,Commercial; Corporate & Securities; Employee Benefits; Franchise; Intellectual Property; Litigation,50.0
"Rojas, Kennedy and Murphy",Multi-channeled dedicated ability,Lost,6/17/24,8/22/23,New,76800.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,38.0
"Heath, Harris and Baker",Horizontal empowering frame,Lost,3/18/24,8/2/23,New,76800.0,LeadGen-eBook-ChoosingRightFMS-102720,Feature (Provide Details),,37.0
"Hunt, Green and Evans",Up-sized bifurcated alliance,Won,6/30/23,5/12/23,New,76800.0,Website Demo + Contact Us - Form Submissions,,Commercial Transactions; Corporate & Securities; Finance & Banking; Intellectual Property; Regulatory,42.0
Fuller-Vaughn,Adaptive motivating throughput,Lost,8/6/24,4/18/23,New,76800.0,email-NYLW-3-031423,Inertia (Provide Details),,34.0
Anderson-Travis,Automated object-oriented policy,Lost,8/15/24,3/15/23,New,76800.0,WR-Demo Request-0223-preshow-legalweek-2023-PG1075A1,Inertia (Provide Details),,30.0
"Dennis, Gill and Wallace",Reverse-engineered disintermediate circuit,Lost,6/22/23,2/22/23,New,76800.0,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),Appellate; Corporate & Securities; Intellectual Property; Litigation; Media; Mergers & Acquisitions; Patent; Real Estate,47.0
Kaufman-Butler,Networked bottom-line software,Lost,2/28/23,2/3/23,New,76800.0,DEMO REQUEST-Coyote Cloud-102022,Functionality (Provide Details),,0.0
"Garcia, Clark and Conner",Proactive 5thgeneration software,Lost,12/11/23,9/7/22,New,76800.0,BDR Outreach,Inertia (Provide Details),,65.0
Rodriguez Group,Reactive intangible matrix,Lost,4/11/23,8/18/22,New,76800.0,BDR Outreach,Functionality (Provide Details),Labor & Employment; Litigation; Trial & Appellate Litigation,59.0
Boone-Yang,Synergized incremental encryption,Lost,1/24/23,7/12/22,New,76800.0,BDR Outreach,Inertia (Provide Details),,56.0
Warner PLC,Cross-group explicit flexibility,Open,11/28/24,6/28/22,New,76800.0,Coyote Transfer Opp,,,47.0
"Kelly, Orr and Hall",Vision-oriented mobile secured line,Lost,1/10/23,6/28/22,New,76800.0,Coyote Transfer Opp,Functionality (Provide Details),,42.0
Thomas LLC,Secured mobile Internet solution,Lost,4/17/24,4/22/21,New,76800.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,51.0
"Davenport, Neal and Ho",Fundamental zero tolerance contingency,Lost,6/26/23,3/17/21,New,76800.0,LeadGen-PrioritizingYourFirmsTechAndProfitability-022621,Feature (Provide Details),,49.0
Medina-May,Synergistic actuating capability,Lost,4/7/23,9/17/20,Upsell,76800.0,Check-in Call,Inertia (Provide Details),Intellectual Property; Patent; Trademark,45.0
Bowen Inc,Compatible cohesive migration,Won,12/28/23,8/31/23,New,77112.0,Cold Call,,Arbitration; Bankruptcy; Business Organizations; Corporate & Securities; Corporate Governance; Family; Litigation; Mediation; Real Estate; Trusts & Estates,29.0
"Short, Palmer and Sanchez",Grass-roots heuristic archive,Lost,6/14/24,10/31/22,Upsell,77784.0,webinar-Coyote Cloud-CUSTOMERS-101422,Inertia (Provide Details),Appellate,58.0
Thompson Group,Customizable stable functionalities,Lost,1/2/24,5/13/22,Cross-Sell,78000.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,69.0
"Klein, Sutton and Butler",Right-sized regional interface,Lost,4/21/23,7/6/22,Upsell,78588.0,Coyote Transfer Opp,Price (Provide Details),Appellate,43.0
Durham Group,Balanced reciprocal matrices,Won,8/31/23,8/11/22,New,80400.0,Demo Requests-Coyote-Website MQLs-071322,,Bankruptcy,54.0
Anderson Group,Intuitive next generation algorithm,Won,8/10/23,7/6/22,Upsell,80580.0,IGNITE-2023-registrants-013023,,Commercial; Litigation; Mergers & Acquisitions; Other; Real Estate; Trusts & Estates,58.0
Johnson Group,Front-line bifurcated emulation,Won,12/26/23,12/18/23,Upsell,80889.24,Cold Call,,Immigration; Labor & Employment; Trusts & Estates,41.0
"Campbell, Miller and Cross",Polarized analyzing parallelism,Open,10/25/24,10/31/23,Upsell,81360.0,Cold Call,,Construction; Litigation; Medical Malpractice,64.0
Moreno-Sims,Cross-group dynamic array,Won,12/29/23,10/20/23,New,81873.0,Website Demo + Contact Us - Form Submissions,,Arbitration,40.0
Pearson-Martin,Multi-lateral leadingedge moratorium,Open,12/6/24,4/26/24,Upsell,83424.0,No Known Campaign Source,,Business Organizations; Criminal; Family; Finance & Banking; Government; Labor & Employment; Litigation; Other; White Collar,48.0
Matthews-Smith,Team-oriented value-added focus group,Open,12/12/24,11/20/23,Upsell,83424.0,Cold Call,,Arbitration,50.0
Melendez Inc,Extended directional alliance,Won,7/22/24,5/1/24,Upsell,84000.0,Check-in Call,,Bankruptcy; Business Organizations; Natural Resources,68.0
Davis-Chavez,Proactive foreground framework,Lost,8/16/24,3/8/24,New,84000.0,Consultant,Inertia (Provide Details),,46.0
Abbott Ltd,De-engineered dynamic core,Lost,6/12/23,5/1/23,Upsell,84000.0,Check-in Call,Inertia (Provide Details),Bankruptcy; Commercial; Construction; Corporate & Securities; Finance & Banking; Healthcare; Insurance; Intellectual Property; Labor & Employment; Mergers & Acquisitions; Oil & Gas; Other; Private & Hedge Funds; Real Estate; Tax; Trusts & Estates,88.0
"Poole, Love and Rodgers",Synchronized systematic portal,Lost,4/10/23,6/16/22,New,84000.0,Cold Call,Inertia (Provide Details),Antitrust; Healthcare; Insurance; Intellectual Property; Labor & Employment; Litigation,283.0
"Odom, Pugh and Walker",Automated bi-directional conglomeration,Lost,5/25/23,3/30/22,New,84600.0,Inbound-Demo-ALA,Inertia (Provide Details),,85.0
Robinson-Robles,Versatile grid-enabled model,Open,11/29/24,7/11/24,Cross-Sell,84761.04,No Known Campaign Source,,Government; Land Use & Zoning; Nonprofit Organizations; Real Estate; Tax,48.0
Gregory Group,Programmable dynamic instruction set,Open,12/31/24,6/12/24,Upsell,86508.0,Check-in Call,,Administrative; Arbitration; Aviation; Finance & Banking; Intellectual Property; Litigation; Mediation; Nonprofit Organizations; Other; Real Estate; Trusts & Estates,52.0
Copeland and Sons,Secured 6thgeneration throughput,Won,11/28/23,10/31/23,Upsell,87204.0,Check-in Call,,Commercial; Private & Hedge Funds; Real Estate; Trusts & Estates,72.0
"Walker, Collins and Reed",Virtual local protocol,Lost,10/11/23,7/6/22,Upsell,87204.0,Renewal,Price (Provide Details),Administrative; Appellate; Construction; Education; Healthcare; Insurance; Intellectual Property; Labor & Employment; Land Use & Zoning; Municipal; Nonprofit Organizations; Other; Real Estate; Sports; Tax; Trusts & Estates; Utilities,48.0
"Kemp, Pitts and Cole",Profound homogeneous installation,Lost,6/13/24,7/6/22,Upsell,87204.0,Cold Call,Inertia (Provide Details),Appellate,37.0
Chambers PLC,Total background productivity,Lost,3/27/24,3/21/24,New,89997.6,BDR Outreach,Inertia (Provide Details),,41.0
Nguyen-Scott,Expanded reciprocal utilization,Lost,10/30/24,10/18/24,New,90000.0,*Partnerships,Functionality (Provide Details),,42.0
"Baker, Miller and Arnold",Cloned mission-critical extranet,Open,12/31/24,8/1/24,New,90000.0,*Partnerships,,,60.0
"Friedman, Simon and Castillo",Devolved fault-tolerant utilization,Won,6/20/24,5/30/24,Upsell,90000.0,Check-in Call,,Immigration; Labor & Employment; Trusts & Estates,41.0
Garcia-Knight,Programmable grid-enabled firmware,Lost,8/15/24,2/6/24,New,90000.0,Consultant,Functionality (Provide Details),,59.0
Leonard Ltd,Operative methodical encoding,Lost,8/20/24,10/31/23,New,90000.0,email-webinar reminder-CRM-103123,Inertia (Provide Details),,57.0
Patterson Inc,Reduced cohesive hardware,Lost,8/6/24,9/25/23,New,90000.0,Terminus-Coyote Analytics Digital Ads BDR outreach-040123,Feature (Provide Details),,30.0
"Montoya, Peterson and Wood",Open-architected logistical Graphic Interface,Lost,10/6/23,9/14/23,New,90000.0,Cold Call,Price (Provide Details),Intellectual Property; Litigation; Patent; Trademark,15.0
Thomas Group,Automated dynamic access,Lost,4/17/24,8/25/23,New,90000.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,Inertia (Provide Details),,312.0
Williams PLC,Enhanced composite flexibility,Won,5/7/24,6/2/23,Upsell,90000.0,No Known Campaign Source,,Corporate & Securities; Land Use & Zoning; Real Estate,67.0
"Grant, Mayo and Garcia",Intuitive content-based orchestration,Lost,3/29/23,2/7/23,New,90000.0,IB-LeadGen-Demo-INBOUND,Price (Provide Details),,45.0
Beasley-Owens,Proactive discrete throughput,Lost,4/25/23,2/3/23,New,90000.0,CB-Chat-Terminus-DemoRequest-SurePoint,Functionality (Provide Details),,48.0
Ramsey-Tucker,Networked asymmetric conglomeration,Lost,6/1/23,1/26/23,New,90000.0,CB-Chat-Terminus-DemoRequest-SurePoint,Feature (Provide Details),,48.0
Smith Inc,Total 5thgeneration success,Lost,3/3/23,8/10/22,New,90000.0,Cold Call,Functionality (Provide Details),Bankruptcy; Cannibis; Commercial; Intellectual Property; Labor & Employment; Litigation,71.0
Hess-Gill,Intuitive fault-tolerant algorithm,Lost,11/30/23,6/15/22,New,90000.0,Cold Call,Inertia (Provide Details),Intellectual Property,47.0
"Bell, Brown and Allen",Stand-alone systematic hub,Lost,1/10/23,1/15/20,New,90000.0,2019 EOY Campaign,Inertia (Provide Details),,78.0
Carpenter and Sons,Function-based secondary moratorium,Won,3/20/23,8/19/22,Upsell,90187.8,IGNITE-2023-registrants-013023,,Commercial; Education; Land Use & Zoning,52.0
Torres Ltd,Up-sized empowering matrices,Won,12/28/23,11/15/23,New,92340.0,Website Demo + Contact Us - Form Submissions,,Appellate,68.0
Ward-Khan,Future-proofed empowering access,Open,12/26/24,11/27/23,New,96000.0,WR-Demo Request-Website-SurePoint.com-PG1142A1,,,37.0
Nguyen Group,Reverse-engineered tertiary circuit,Lost,5/8/23,8/25/22,New,97200.0,Referred by Vendor,Inertia (Provide Details),,61.0
Reed Ltd,Extended foreground structure,Lost,6/14/24,1/29/24,Cross-Sell,98031.96,No Known Campaign Source,Inertia (Provide Details),Administrative; Business Organizations; Construction; Healthcare; Labor & Employment; Land Use & Zoning; Medical Malpractice,45.0
Williams-Sanchez,Triple-buffered next generation support,Won,12/13/23,2/22/23,New,98940.0,Website Demo + Contact Us - Form Submissions,,Appellate; Corporate & Securities; Intellectual Property; Litigation; Media; Mergers & Acquisitions; Patent; Real Estate,47.0
"Lynn, Manning and Fox",User-centric heuristic pricing structure,Lost,4/19/24,3/22/24,New,100000.08,OA-GoogleAds-0824-BlackPropeller Practice Management-PG1158A1,Functionality (Provide Details),,248.0
Wilson-Anthony,Business-focused dedicated Graphical User Interface,Lost,6/13/24,7/31/23,Upsell,100320.0,Cold Call,Inertia (Provide Details),Commercial,57.0
"Walker, Nunez and Edwards",Open-architected solution-oriented hardware,Won,9/14/23,6/14/23,Upsell,101419.92,IGNITE-2023-registrants-013023,,Copyright; Corporate & Securities; Employee Benefits,104.0
Watson-Yang,Networked static process improvement,Open,12/20/24,6/11/24,New,102600.0,Consultant,,,63.0
"Morales, Jenkins and Norman",Automated analyzing superstructure,Won,8/9/24,3/13/24,New,102600.0,OA-demo request-Coyote-Law.com ad-030223,,,55.0
Martinez Ltd,Versatile 4thgeneration knowledge user,Lost,10/16/24,2/15/24,New,102600.0,*Consultant Partner,Inertia (Provide Details),,28.0
Thompson LLC,Distributed methodical leverage,Open,12/31/24,1/31/24,New,102600.0,Created from Salesforce,,,51.0
"Roberts, Wolfe and Martin",Persevering modular utilization,Lost,1/2/24,12/28/23,New,102600.0,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),,37.0
"Collins, Simpson and Mcknight",Re-engineered empowering solution,Lost,10/24/23,9/20/23,New,102600.0,Referred by Employee,Inertia (Provide Details),,59.0
Hernandez-Long,Right-sized asymmetric Local Area Network,Lost,1/24/24,9/15/23,New,102600.0,Consultant,Feature (Provide Details),,60.0
"Perez, Grant and Green",Digitized fresh-thinking project,Lost,3/3/23,2/17/23,New,102600.0,Demo Requests-Coyote-Website MQLs-071322,Functionality (Provide Details),,5.0
"Bennett, Reese and Thomas",Expanded multi-tasking policy,Won,3/24/23,6/22/22,New,102600.0,Coyote Transfer Opp,,Bankruptcy,78.0
"Austin, Reilly and Hicks",De-engineered next generation analyzer,Lost,8/29/23,5/19/22,New,102600.0,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),Real Estate; Trusts & Estates,94.0
Schmidt-Golden,Versatile national pricing structure,Open,11/30/24,5/29/24,New,108000.0,Consultant,,Insurance,47.0
